"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.context1","Input.number1","Input.question1","Input.context2","Input.number2","Input.question2","Input.context3","Input.number3","Input.question3","Input.context4","Input.number4","Input.question4","Input.context5","Input.number5","Input.question5","Input.context6","Input.number6","Input.question6","Input.context7","Input.number7","Input.question7","Input.context8","Input.number8","Input.question8","Input.context9","Input.number9","Input.question9","Input.context10","Input.number10","Input.question10","Answer.clarity1","Answer.clarity10","Answer.clarity2","Answer.clarity3","Answer.clarity4","Answer.clarity5","Answer.clarity6","Answer.clarity7","Answer.clarity8","Answer.clarity9","Answer.fluency1","Answer.fluency10","Answer.fluency2","Answer.fluency3","Answer.fluency4","Answer.fluency5","Answer.fluency6","Answer.fluency7","Answer.fluency8","Answer.fluency9","Answer.grammatical1.on","Answer.grammatical10.on","Answer.grammatical2.on","Answer.grammatical3.on","Answer.grammatical4.on","Answer.grammatical5.on","Answer.grammatical6.on","Answer.grammatical7.on","Answer.grammatical8.on","Answer.grammatical9.on","Answer.not_present1.on","Answer.not_present10.on","Answer.not_present2.on","Answer.not_present3.on","Answer.not_present4.on","Answer.not_present5.on","Answer.not_present6.on","Answer.not_present7.on","Answer.not_present8.on","Answer.not_present9.on","Answer.present1.on","Answer.present10.on","Answer.present2.on","Answer.present3.on","Answer.present4.on","Answer.present5.on","Answer.present6.on","Answer.present7.on","Answer.present8.on","Answer.present9.on","Answer.ungrammatical1.on","Answer.ungrammatical10.on","Answer.ungrammatical2.on","Answer.ungrammatical3.on","Answer.ungrammatical4.on","Answer.ungrammatical5.on","Answer.ungrammatical6.on","Answer.ungrammatical7.on","Answer.ungrammatical8.on","Answer.ungrammatical9.on","Approve","Reject"
"3R5LWXWHR08KWZTS2R8W5O8NVGAXGH","3MOP54T9IO9VASG0NDBCNQK89X7Y0M","Rate the quality of a question","Given a sentence and a corresponding question, rates the quality of the question.","language, quality, rating","$0.75","Tue Mar 19 08:33:05 PDT 2019","4","BatchId:3574070;OriginalHitTemplateId:928390917;","420","259200","Thu Mar 21 08:33:05 PDT 2019","","","31LVTDXBL7AI7FJBVL5MHIMSTBRRL4","A2RR3R75ECQSKE","Submitted","Tue Mar 19 09:16:14 PDT 2019","Tue Mar 19 09:19:55 PDT 2019","Fri Mar 22 09:19:55 PDT 2019","","","","221","0% (0/0)","0% (0/0)","0% (0/0)","on the evening of the same day, the couple was married by bugenhagen.","137","at what point in the day was the couple married?","also, very unequal societies tend to be politically and socially unstable, which is reflected in lower rates of investment and therefore growth.""","70","what type of societies tend to be politically and socially unstable?","the south florida/miami area has previously hosted the event 10 times (tied for most with new orleans), with the most recent one being super bowl xliv in 2010.","58","how many times has the south florida/miami been hosted?","the descendants of rollo 's vikings and their frankish wives would replace the norse religion and old norse language with catholicism (christianity) and the gallo-romance language of the local people, blending their maternal frankish heritage with old norse traditions and customs to synthesize a unique ""norman"" culture in the north of france.","133","what part of france were the normans located?","gaining support from princes and officers in northern china and some other parts of the dynasty, khanbaliq-based tugh temur eventually won the civil war against ragibagh known as the war of the two capitals.","46","what was the name of the war that eventually won the civil war against ragibagh?","charles avison, the leading british composer of concertos in the 18th century, was born in newcastle upon tyne in 1709 and died there in 1770.","60","when was charles avison born?","the plan was, at least provisionally approved by then superintendent of new york city schools, william h. maxwell.","152","who approved of this plan?","the ""west side"" of fresno, also often called ""southwest fresno"", is one of the oldest neighborhoods in the city.","120","what is another name for the west side of fresno?","since 1974, abc has generally aired dick clark's new year's rockin' eve on new year's eve (hosted first by its creator dick clark, and later by his successor ryan seacrest); the only exception was in 1999, when abc put it on a one-year hiatus to provide coverage of the international millennium festivities, though clark's traditional countdown from times square was still featured within the coverage.","166","when did abc begin airing dick clark's new year's rockin' eve?","although many plants and factories can be found along the rhine up into switzerland, it is along the lower rhine that the bulk of them are concentrated, as the river passes the major cities of cologne, dusseldorf and duisburg.","13","along with cologne and duisburg, what other cities are located in switzerland?","2","2","3","2","3","2","4","2","4","2","3","3","3","2","2","2","4","2","4","2","false","false","false","false","false","false","true","false","true","true","true","false","false","true","true","true","false","true","false","false","false","true","true","false","false","false","true","false","true","true","true","true","true","true","true","true","false","true","false","false"
"3R5LWXWHR08KWZTS2R8W5O8NVGAXGH","3MOP54T9IO9VASG0NDBCNQK89X7Y0M","Rate the quality of a question","Given a sentence and a corresponding question, rates the quality of the question.","language, quality, rating","$0.75","Tue Mar 19 08:33:05 PDT 2019","4","BatchId:3574070;OriginalHitTemplateId:928390917;","420","259200","Thu Mar 21 08:33:05 PDT 2019","","","31T4R4OBOSGFMS5Q9UEH9I55YQI7C4","A2SBISQJE2ZPJQ","Submitted","Tue Mar 19 08:34:56 PDT 2019","Tue Mar 19 08:38:34 PDT 2019","Fri Mar 22 08:38:34 PDT 2019","","","","218","0% (0/0)","0% (0/0)","0% (0/0)","on the evening of the same day, the couple was married by bugenhagen.","137","at what point in the day was the couple married?","also, very unequal societies tend to be politically and socially unstable, which is reflected in lower rates of investment and therefore growth.""","70","what type of societies tend to be politically and socially unstable?","the south florida/miami area has previously hosted the event 10 times (tied for most with new orleans), with the most recent one being super bowl xliv in 2010.","58","how many times has the south florida/miami been hosted?","the descendants of rollo 's vikings and their frankish wives would replace the norse religion and old norse language with catholicism (christianity) and the gallo-romance language of the local people, blending their maternal frankish heritage with old norse traditions and customs to synthesize a unique ""norman"" culture in the north of france.","133","what part of france were the normans located?","gaining support from princes and officers in northern china and some other parts of the dynasty, khanbaliq-based tugh temur eventually won the civil war against ragibagh known as the war of the two capitals.","46","what was the name of the war that eventually won the civil war against ragibagh?","charles avison, the leading british composer of concertos in the 18th century, was born in newcastle upon tyne in 1709 and died there in 1770.","60","when was charles avison born?","the plan was, at least provisionally approved by then superintendent of new york city schools, william h. maxwell.","152","who approved of this plan?","the ""west side"" of fresno, also often called ""southwest fresno"", is one of the oldest neighborhoods in the city.","120","what is another name for the west side of fresno?","since 1974, abc has generally aired dick clark's new year's rockin' eve on new year's eve (hosted first by its creator dick clark, and later by his successor ryan seacrest); the only exception was in 1999, when abc put it on a one-year hiatus to provide coverage of the international millennium festivities, though clark's traditional countdown from times square was still featured within the coverage.","166","when did abc begin airing dick clark's new year's rockin' eve?","although many plants and factories can be found along the rhine up into switzerland, it is along the lower rhine that the bulk of them are concentrated, as the river passes the major cities of cologne, dusseldorf and duisburg.","13","along with cologne and duisburg, what other cities are located in switzerland?","4","4","5","4","3","5","4","4","2","3","5","4","4","3","3","4","4","4","2","4","true","true","true","false","false","true","true","true","false","true","false","false","false","false","true","false","false","false","true","false","true","true","true","true","false","true","true","true","false","true","false","false","false","true","true","false","false","false","true","false"
"3R5LWXWHR08KWZTS2R8W5O8NVGAXGH","3MOP54T9IO9VASG0NDBCNQK89X7Y0M","Rate the quality of a question","Given a sentence and a corresponding question, rates the quality of the question.","language, quality, rating","$0.75","Tue Mar 19 08:33:05 PDT 2019","4","BatchId:3574070;OriginalHitTemplateId:928390917;","420","259200","Thu Mar 21 08:33:05 PDT 2019","","","3B3WTRP3DB262T1HRYNVB1NPHPV294","A15A09BRS1Q8W0","Submitted","Tue Mar 19 09:14:55 PDT 2019","Tue Mar 19 09:17:06 PDT 2019","Fri Mar 22 09:17:06 PDT 2019","","","","131","0% (0/0)","0% (0/0)","0% (0/0)","on the evening of the same day, the couple was married by bugenhagen.","137","at what point in the day was the couple married?","also, very unequal societies tend to be politically and socially unstable, which is reflected in lower rates of investment and therefore growth.""","70","what type of societies tend to be politically and socially unstable?","the south florida/miami area has previously hosted the event 10 times (tied for most with new orleans), with the most recent one being super bowl xliv in 2010.","58","how many times has the south florida/miami been hosted?","the descendants of rollo 's vikings and their frankish wives would replace the norse religion and old norse language with catholicism (christianity) and the gallo-romance language of the local people, blending their maternal frankish heritage with old norse traditions and customs to synthesize a unique ""norman"" culture in the north of france.","133","what part of france were the normans located?","gaining support from princes and officers in northern china and some other parts of the dynasty, khanbaliq-based tugh temur eventually won the civil war against ragibagh known as the war of the two capitals.","46","what was the name of the war that eventually won the civil war against ragibagh?","charles avison, the leading british composer of concertos in the 18th century, was born in newcastle upon tyne in 1709 and died there in 1770.","60","when was charles avison born?","the plan was, at least provisionally approved by then superintendent of new york city schools, william h. maxwell.","152","who approved of this plan?","the ""west side"" of fresno, also often called ""southwest fresno"", is one of the oldest neighborhoods in the city.","120","what is another name for the west side of fresno?","since 1974, abc has generally aired dick clark's new year's rockin' eve on new year's eve (hosted first by its creator dick clark, and later by his successor ryan seacrest); the only exception was in 1999, when abc put it on a one-year hiatus to provide coverage of the international millennium festivities, though clark's traditional countdown from times square was still featured within the coverage.","166","when did abc begin airing dick clark's new year's rockin' eve?","although many plants and factories can be found along the rhine up into switzerland, it is along the lower rhine that the bulk of them are concentrated, as the river passes the major cities of cologne, dusseldorf and duisburg.","13","along with cologne and duisburg, what other cities are located in switzerland?","5","5","5","2","5","2","5","5","5","5","5","5","5","2","5","2","5","5","5","5","true","true","true","false","true","false","true","true","true","true","false","false","false","true","false","true","false","false","false","false","true","true","true","false","true","false","true","true","true","true","false","false","false","true","false","true","false","false","false","false"
"3R5LWXWHR08KWZTS2R8W5O8NVGAXGH","3MOP54T9IO9VASG0NDBCNQK89X7Y0M","Rate the quality of a question","Given a sentence and a corresponding question, rates the quality of the question.","language, quality, rating","$0.75","Tue Mar 19 08:33:05 PDT 2019","4","BatchId:3574070;OriginalHitTemplateId:928390917;","420","259200","Thu Mar 21 08:33:05 PDT 2019","","","3F0BG9B9MPNSPV6V5MW669XO1E17YD","A1NGXQMOBCXDC3","Submitted","Tue Mar 19 08:59:47 PDT 2019","Tue Mar 19 09:04:19 PDT 2019","Fri Mar 22 09:04:19 PDT 2019","","","","272","0% (0/0)","0% (0/0)","0% (0/0)","on the evening of the same day, the couple was married by bugenhagen.","137","at what point in the day was the couple married?","also, very unequal societies tend to be politically and socially unstable, which is reflected in lower rates of investment and therefore growth.""","70","what type of societies tend to be politically and socially unstable?","the south florida/miami area has previously hosted the event 10 times (tied for most with new orleans), with the most recent one being super bowl xliv in 2010.","58","how many times has the south florida/miami been hosted?","the descendants of rollo 's vikings and their frankish wives would replace the norse religion and old norse language with catholicism (christianity) and the gallo-romance language of the local people, blending their maternal frankish heritage with old norse traditions and customs to synthesize a unique ""norman"" culture in the north of france.","133","what part of france were the normans located?","gaining support from princes and officers in northern china and some other parts of the dynasty, khanbaliq-based tugh temur eventually won the civil war against ragibagh known as the war of the two capitals.","46","what was the name of the war that eventually won the civil war against ragibagh?","charles avison, the leading british composer of concertos in the 18th century, was born in newcastle upon tyne in 1709 and died there in 1770.","60","when was charles avison born?","the plan was, at least provisionally approved by then superintendent of new york city schools, william h. maxwell.","152","who approved of this plan?","the ""west side"" of fresno, also often called ""southwest fresno"", is one of the oldest neighborhoods in the city.","120","what is another name for the west side of fresno?","since 1974, abc has generally aired dick clark's new year's rockin' eve on new year's eve (hosted first by its creator dick clark, and later by his successor ryan seacrest); the only exception was in 1999, when abc put it on a one-year hiatus to provide coverage of the international millennium festivities, though clark's traditional countdown from times square was still featured within the coverage.","166","when did abc begin airing dick clark's new year's rockin' eve?","although many plants and factories can be found along the rhine up into switzerland, it is along the lower rhine that the bulk of them are concentrated, as the river passes the major cities of cologne, dusseldorf and duisburg.","13","along with cologne and duisburg, what other cities are located in switzerland?","5","5","5","5","5","5","5","5","5","5","5","5","5","3","5","5","5","5","5","5","true","true","true","true","true","true","true","true","true","true","false","false","false","false","true","false","false","false","false","false","true","true","true","true","false","true","true","true","true","true","false","false","false","false","false","false","false","false","false","false"
"3NCN4N1H1GHJTO7DKZT96BQSDP8NB6","3MOP54T9IO9VASG0NDBCNQK89X7Y0M","Rate the quality of a question","Given a sentence and a corresponding question, rates the quality of the question.","language, quality, rating","$0.75","Tue Mar 19 08:33:05 PDT 2019","4","BatchId:3574070;OriginalHitTemplateId:928390917;","420","259200","Thu Mar 21 08:33:05 PDT 2019","","","32AT8R96GL9XRK6IJOXSYFN7S44USQ","A15A09BRS1Q8W0","Submitted","Tue Mar 19 09:32:11 PDT 2019","Tue Mar 19 09:35:13 PDT 2019","Fri Mar 22 09:35:13 PDT 2019","","","","182","0% (0/0)","0% (0/0)","0% (0/0)","parliamentary time is also set aside for question periods in the debating chamber.","184","what is set aside for question periods in the debating chamber?","however, at wijk bij duurstede, the nederrijn changes its name and becomes the lek.","61","what is the name of the process that changes the name of the lek?","tesla gained experience in telephony and electrical engineering before emigrating to the united states in 1884 to work for thomas edison in new york city.","162","in what area of the united states did tesla move to?","proportionality is recognised one of the general principles of european union law by the european court of justice since the 1950s.","59","in what decade did the european court of justice begin?","cbc began airing series two on 9 october 2006 at 20:00 e/p (20:30 in newfoundland and labrador), shortly after that day's cfl double header on thanksgiving in most of the country.","180","on what date was series two first shown by the cbc?","the league eventually narrowed the bids to three sites: new orleans' mercedes-benz superdome, miami's sun life stadium, and the san francisco bay area's levi's stadium.","193","what three stadiums did the nfl decide between for the game?","one of the network's strike-replacement programs during that time was the game show duel, which premiered in december 2007.","68","when was the game show showdown?","stable and radioactive isotope studies provide insight into the geochemical evolution of rock units.","155","stable and radioactive isotope studies provide insight into what?","the first commercial steam-powered device was a water pump, developed in 1698 by thomas savery.","106","who developed the first commercial steam powered device?","concepts of this network influenced later arpanet architecture.","35","what type of architecture did the network have?","4","3","3","5","5","5","5","3","4","5","4","3","3","5","5","5","5","2","4","5","true","true","true","true","true","true","true","false","true","true","false","true","false","false","true","false","false","true","false","false","true","false","true","true","false","true","true","false","true","true","false","false","false","false","false","false","false","true","false","false"
"3NCN4N1H1GHJTO7DKZT96BQSDP8NB6","3MOP54T9IO9VASG0NDBCNQK89X7Y0M","Rate the quality of a question","Given a sentence and a corresponding question, rates the quality of the question.","language, quality, rating","$0.75","Tue Mar 19 08:33:05 PDT 2019","4","BatchId:3574070;OriginalHitTemplateId:928390917;","420","259200","Thu Mar 21 08:33:05 PDT 2019","","","33ISQZVXPPMLY90M0BMSP4XJZ19CC2","A3SKEW89V5S0DI","Submitted","Tue Mar 19 08:38:25 PDT 2019","Tue Mar 19 08:44:49 PDT 2019","Fri Mar 22 08:44:49 PDT 2019","","","","384","0% (0/0)","0% (0/0)","0% (0/0)","parliamentary time is also set aside for question periods in the debating chamber.","184","what is set aside for question periods in the debating chamber?","however, at wijk bij duurstede, the nederrijn changes its name and becomes the lek.","61","what is the name of the process that changes the name of the lek?","tesla gained experience in telephony and electrical engineering before emigrating to the united states in 1884 to work for thomas edison in new york city.","162","in what area of the united states did tesla move to?","proportionality is recognised one of the general principles of european union law by the european court of justice since the 1950s.","59","in what decade did the european court of justice begin?","cbc began airing series two on 9 october 2006 at 20:00 e/p (20:30 in newfoundland and labrador), shortly after that day's cfl double header on thanksgiving in most of the country.","180","on what date was series two first shown by the cbc?","the league eventually narrowed the bids to three sites: new orleans' mercedes-benz superdome, miami's sun life stadium, and the san francisco bay area's levi's stadium.","193","what three stadiums did the nfl decide between for the game?","one of the network's strike-replacement programs during that time was the game show duel, which premiered in december 2007.","68","when was the game show showdown?","stable and radioactive isotope studies provide insight into the geochemical evolution of rock units.","155","stable and radioactive isotope studies provide insight into what?","the first commercial steam-powered device was a water pump, developed in 1698 by thomas savery.","106","who developed the first commercial steam powered device?","concepts of this network influenced later arpanet architecture.","35","what type of architecture did the network have?","4","5","2","4","5","5","4","2","5","5","4","5","3","3","5","5","2","3","4","5","true","true","true","true","true","true","false","true","true","true","false","true","true","false","false","false","false","true","false","false","true","false","false","true","true","true","true","false","true","true","false","false","false","false","false","false","true","false","false","false"
"3NCN4N1H1GHJTO7DKZT96BQSDP8NB6","3MOP54T9IO9VASG0NDBCNQK89X7Y0M","Rate the quality of a question","Given a sentence and a corresponding question, rates the quality of the question.","language, quality, rating","$0.75","Tue Mar 19 08:33:05 PDT 2019","4","BatchId:3574070;OriginalHitTemplateId:928390917;","420","259200","Thu Mar 21 08:33:05 PDT 2019","","","35L9RVQFCOI81BS28ULTU1G5JTKUH2","A1MIR0TP081SKT","Submitted","Tue Mar 19 08:33:17 PDT 2019","Tue Mar 19 08:37:21 PDT 2019","Fri Mar 22 08:37:21 PDT 2019","","","","244","0% (0/0)","0% (0/0)","0% (0/0)","parliamentary time is also set aside for question periods in the debating chamber.","184","what is set aside for question periods in the debating chamber?","however, at wijk bij duurstede, the nederrijn changes its name and becomes the lek.","61","what is the name of the process that changes the name of the lek?","tesla gained experience in telephony and electrical engineering before emigrating to the united states in 1884 to work for thomas edison in new york city.","162","in what area of the united states did tesla move to?","proportionality is recognised one of the general principles of european union law by the european court of justice since the 1950s.","59","in what decade did the european court of justice begin?","cbc began airing series two on 9 october 2006 at 20:00 e/p (20:30 in newfoundland and labrador), shortly after that day's cfl double header on thanksgiving in most of the country.","180","on what date was series two first shown by the cbc?","the league eventually narrowed the bids to three sites: new orleans' mercedes-benz superdome, miami's sun life stadium, and the san francisco bay area's levi's stadium.","193","what three stadiums did the nfl decide between for the game?","one of the network's strike-replacement programs during that time was the game show duel, which premiered in december 2007.","68","when was the game show showdown?","stable and radioactive isotope studies provide insight into the geochemical evolution of rock units.","155","stable and radioactive isotope studies provide insight into what?","the first commercial steam-powered device was a water pump, developed in 1698 by thomas savery.","106","who developed the first commercial steam powered device?","concepts of this network influenced later arpanet architecture.","35","what type of architecture did the network have?","5","5","2","5","5","3","5","2","4","5","4","5","2","5","4","2","4","1","3","5","true","true","false","true","true","false","true","false","true","true","false","false","false","false","false","false","false","false","false","false","true","true","true","true","true","true","true","true","true","true","false","false","true","false","false","true","false","true","false","false"
"3NCN4N1H1GHJTO7DKZT96BQSDP8NB6","3MOP54T9IO9VASG0NDBCNQK89X7Y0M","Rate the quality of a question","Given a sentence and a corresponding question, rates the quality of the question.","language, quality, rating","$0.75","Tue Mar 19 08:33:05 PDT 2019","4","BatchId:3574070;OriginalHitTemplateId:928390917;","420","259200","Thu Mar 21 08:33:05 PDT 2019","","","3HHRAGRYX85K90QMEWLSIEQSIUPO9U","A1NGXQMOBCXDC3","Submitted","Tue Mar 19 08:48:39 PDT 2019","Tue Mar 19 08:51:33 PDT 2019","Fri Mar 22 08:51:33 PDT 2019","","","","174","0% (0/0)","0% (0/0)","0% (0/0)","parliamentary time is also set aside for question periods in the debating chamber.","184","what is set aside for question periods in the debating chamber?","however, at wijk bij duurstede, the nederrijn changes its name and becomes the lek.","61","what is the name of the process that changes the name of the lek?","tesla gained experience in telephony and electrical engineering before emigrating to the united states in 1884 to work for thomas edison in new york city.","162","in what area of the united states did tesla move to?","proportionality is recognised one of the general principles of european union law by the european court of justice since the 1950s.","59","in what decade did the european court of justice begin?","cbc began airing series two on 9 october 2006 at 20:00 e/p (20:30 in newfoundland and labrador), shortly after that day's cfl double header on thanksgiving in most of the country.","180","on what date was series two first shown by the cbc?","the league eventually narrowed the bids to three sites: new orleans' mercedes-benz superdome, miami's sun life stadium, and the san francisco bay area's levi's stadium.","193","what three stadiums did the nfl decide between for the game?","one of the network's strike-replacement programs during that time was the game show duel, which premiered in december 2007.","68","when was the game show showdown?","stable and radioactive isotope studies provide insight into the geochemical evolution of rock units.","155","stable and radioactive isotope studies provide insight into what?","the first commercial steam-powered device was a water pump, developed in 1698 by thomas savery.","106","who developed the first commercial steam powered device?","concepts of this network influenced later arpanet architecture.","35","what type of architecture did the network have?","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","true","true","true","true","true","true","true","true","true","true","false","false","false","false","true","false","false","true","false","false","true","true","true","true","false","true","true","false","true","true","false","false","false","false","false","false","false","false","false","false"
"3DQYSJDTYLBMCLX1WWI85LNBI0VXE0","3MOP54T9IO9VASG0NDBCNQK89X7Y0M","Rate the quality of a question","Given a sentence and a corresponding question, rates the quality of the question.","language, quality, rating","$0.75","Tue Mar 19 08:33:05 PDT 2019","4","BatchId:3574070;OriginalHitTemplateId:928390917;","420","259200","Thu Mar 21 08:33:05 PDT 2019","","","3FE7TXL1LINCUSI380YHXWDERPXQ2C","A1NGXQMOBCXDC3","Submitted","Tue Mar 19 08:45:49 PDT 2019","Tue Mar 19 08:48:39 PDT 2019","Fri Mar 22 08:48:39 PDT 2019","","","","170","0% (0/0)","0% (0/0)","0% (0/0)","in china, the polymath shen kuo (1031 -- 1095) formulated a hypothesis for the process of land formation: based on his observation of fossil animal shells in a geological stratum in a mountain hundreds of miles from the ocean, he inferred that the land was formed by erosion of the mountains and by deposition of silt.","192","what prompted shen kuo to believe the land was formed by erosion of the mountains?","despite the disagreements on the eucharist, the marburg colloquy paved the way for the signing in 1530 of the augsburg confession, and for the formation of the schmalkaldic league the following year by leading protestant nobles such as john of saxony, philip of hesse, and george, margrave of brandenburg-ansbach.","23","who was the leading protestant nobles?","concepts of this network influenced later arpanet architecture.","135","this network influenced  later models of","this early part of luther's career was one of his most creative and productive.","12","what was one of von neumann 's career?","also, with the advent of the internet, many teachers are now selling their lesson plans to other teachers through the web in order to earn supplemental income, most notably on teacherspayteachers.com.","187","what website are teachers using to sell their lesson plans?","also, with the advent of the internet, many teachers are now selling their lesson plans to other teachers through the web in order to earn supplemental income, most notably on teacherspayteachers.com.","87","what are most students now selling their work for?","albert einstein extended the principle of inertia further when he explained that reference frames subject to constant acceleration, such as those free-falling toward a gravitating object, were physically equivalent to inertial reference frames.","194","who explained that inertial reference frames equaled reference frames subject to constant acceleration?","he was supposedly killed with poison by el temur, and tugh temur then remounted the throne.","139","who took the throne after kusala's death?","the number of chloroplasts per cell varies from 1 in algae up to 100 in plants like arabidopsis and wheat.","145","how many chloroplasts per cell does algae have?","rodin is represented by more than 20 works in the museum collection, making it one of the largest collections of the sculptor's work outside france; these were given to the museum by the sculptor in 1914, as acknowledgement of britain 's support of france in world war i, although the statue of st john the baptist had been purchased in 1902 by public subscription.","143","in which year were rodin's works given to the v&a?","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","true","true","true","true","true","true","true","true","true","true","true","true","false","false","true","false","true","false","false","false","false","false","true","true","false","true","false","true","true","true","false","false","false","false","false","false","false","false","false","false"
"3DQYSJDTYLBMCLX1WWI85LNBI0VXE0","3MOP54T9IO9VASG0NDBCNQK89X7Y0M","Rate the quality of a question","Given a sentence and a corresponding question, rates the quality of the question.","language, quality, rating","$0.75","Tue Mar 19 08:33:05 PDT 2019","4","BatchId:3574070;OriginalHitTemplateId:928390917;","420","259200","Thu Mar 21 08:33:05 PDT 2019","","","3L2IS5HSFAI0B7EDBSG6ZLD155VUND","A2WTDVHVVORNDU","Submitted","Tue Mar 19 09:13:52 PDT 2019","Tue Mar 19 09:20:15 PDT 2019","Fri Mar 22 09:20:15 PDT 2019","","","","383","0% (0/0)","0% (0/0)","0% (0/0)","in china, the polymath shen kuo (1031 -- 1095) formulated a hypothesis for the process of land formation: based on his observation of fossil animal shells in a geological stratum in a mountain hundreds of miles from the ocean, he inferred that the land was formed by erosion of the mountains and by deposition of silt.","192","what prompted shen kuo to believe the land was formed by erosion of the mountains?","despite the disagreements on the eucharist, the marburg colloquy paved the way for the signing in 1530 of the augsburg confession, and for the formation of the schmalkaldic league the following year by leading protestant nobles such as john of saxony, philip of hesse, and george, margrave of brandenburg-ansbach.","23","who was the leading protestant nobles?","concepts of this network influenced later arpanet architecture.","135","this network influenced  later models of","this early part of luther's career was one of his most creative and productive.","12","what was one of von neumann 's career?","also, with the advent of the internet, many teachers are now selling their lesson plans to other teachers through the web in order to earn supplemental income, most notably on teacherspayteachers.com.","187","what website are teachers using to sell their lesson plans?","also, with the advent of the internet, many teachers are now selling their lesson plans to other teachers through the web in order to earn supplemental income, most notably on teacherspayteachers.com.","87","what are most students now selling their work for?","albert einstein extended the principle of inertia further when he explained that reference frames subject to constant acceleration, such as those free-falling toward a gravitating object, were physically equivalent to inertial reference frames.","194","who explained that inertial reference frames equaled reference frames subject to constant acceleration?","he was supposedly killed with poison by el temur, and tugh temur then remounted the throne.","139","who took the throne after kusala's death?","the number of chloroplasts per cell varies from 1 in algae up to 100 in plants like arabidopsis and wheat.","145","how many chloroplasts per cell does algae have?","rodin is represented by more than 20 works in the museum collection, making it one of the largest collections of the sculptor's work outside france; these were given to the museum by the sculptor in 1914, as acknowledgement of britain 's support of france in world war i, although the statue of st john the baptist had been purchased in 1902 by public subscription.","143","in which year were rodin's works given to the v&a?","5","1","5","4","1","5","1","5","1","5","5","1","5","4","1","5","1","5","1","5","true","true","false","true","true","true","true","true","true","true","false","true","false","false","true","false","true","false","true","true","true","false","true","true","false","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
